threshold,precision,recall,f1,accuracy,validation_type
0.5841414141414141,0.25,0.16071428571428573,0.1956521739130435,0.5515151515151515,temporal
0.594040404040404,0.25,0.16071428571428573,0.1956521739130435,0.5515151515151515,temporal
0.6039393939393939,0.25,0.16071428571428573,0.1956521739130435,0.5515151515151515,temporal
0.6138383838383838,0.24242424242424243,0.14285714285714285,0.1797752808988764,0.5575757575757576,temporal
0.6237373737373737,0.24242424242424243,0.14285714285714285,0.1797752808988764,0.5575757575757576,temporal
0.6336363636363637,0.24242424242424243,0.14285714285714285,0.1797752808988764,0.5575757575757576,temporal
0.6435353535353535,0.22580645161290322,0.125,0.16091954022988506,0.5575757575757576,temporal
0.6534343434343434,0.23333333333333334,0.125,0.16279069767441862,0.5636363636363636,temporal
0.6633333333333333,0.2413793103448276,0.125,0.16470588235294117,0.5696969696969697,temporal
0.6732323232323232,0.25,0.125,0.16666666666666666,0.5757575757575758,temporal
0.6831313131313131,0.25,0.125,0.16666666666666666,0.5757575757575758,temporal
0.693030303030303,0.25,0.125,0.16666666666666666,0.5757575757575758,temporal
0.702929292929293,0.2222222222222222,0.10714285714285714,0.14457831325301204,0.5696969696969697,temporal
0.7128282828282828,0.23076923076923078,0.10714285714285714,0.14634146341463414,0.5757575757575758,temporal
0.7227272727272727,0.20833333333333334,0.08928571428571429,0.125,0.5757575757575758,temporal
0.7326262626262626,0.21739130434782608,0.08928571428571429,0.12658227848101267,0.5818181818181818,temporal
0.7425252525252525,0.22727272727272727,0.08928571428571429,0.1282051282051282,0.5878787878787879,temporal
0.7524242424242424,0.23809523809523808,0.08928571428571429,0.12987012987012986,0.593939393939394,temporal
0.7623232323232323,0.25,0.08928571428571429,0.13157894736842105,0.6,temporal
0.7722222222222221,0.2631578947368421,0.08928571428571429,0.13333333333333333,0.6060606060606061,temporal
0.7821212121212121,0.2631578947368421,0.08928571428571429,0.13333333333333333,0.6060606060606061,temporal
0.792020202020202,0.2222222222222222,0.07142857142857142,0.10810810810810811,0.6,temporal
0.8019191919191919,0.26666666666666666,0.07142857142857142,0.11267605633802817,0.6181818181818182,temporal
0.8118181818181818,0.26666666666666666,0.07142857142857142,0.11267605633802817,0.6181818181818182,temporal
0.8217171717171717,0.2857142857142857,0.07142857142857142,0.11428571428571428,0.6242424242424243,temporal
0.8316161616161616,0.3076923076923077,0.07142857142857142,0.11594202898550725,0.6303030303030303,temporal
0.8415151515151514,0.3076923076923077,0.07142857142857142,0.11594202898550725,0.6303030303030303,temporal
0.8514141414141414,0.3,0.05357142857142857,0.09090909090909091,0.6363636363636364,temporal
0.8613131313131313,0.375,0.05357142857142857,0.09375,0.6484848484848484,temporal
0.8712121212121212,0.5,0.05357142857142857,0.0967741935483871,0.6606060606060606,temporal
0.8811111111111111,0.5,0.05357142857142857,0.0967741935483871,0.6606060606060606,temporal
0.891010101010101,0.4,0.03571428571428571,0.06557377049180328,0.6545454545454545,temporal
0.9009090909090909,0.4,0.03571428571428571,0.06557377049180328,0.6545454545454545,temporal
0.9108080808080807,0.25,0.017857142857142856,0.03333333333333333,0.6484848484848484,temporal
0.9207070707070707,0.3333333333333333,0.017857142857142856,0.03389830508474576,0.6545454545454545,temporal
0.9306060606060605,0.5,0.017857142857142856,0.034482758620689655,0.6606060606060606,temporal
0.9405050505050505,1.0,0.017857142857142856,0.03508771929824561,0.6666666666666666,temporal
0.9504040404040404,1.0,0.017857142857142856,0.03508771929824561,0.6666666666666666,temporal
0.9603030303030302,1.0,0.017857142857142856,0.03508771929824561,0.6666666666666666,temporal
0.9702020202020202,0.0,0.0,0.0,0.6606060606060606,temporal
0.98010101010101,0.0,0.0,0.0,0.6606060606060606,temporal
0.99,0.0,0.0,0.0,0.6606060606060606,temporal
