threshold,dataset,test_precision,test_recall,test_f1,test_accuracy
0.33666666666666667,calibrated,0.6808510638297872,0.32,0.43537414965986393,0.6028708133971292
0.5,default,0.5882352941176471,0.1,0.17094017094017094,0.5358851674641149
